"Asignacion_ID","Metadata_Tipo","Objeto","Componente_API","Aplicacion","Perfil","RecordType","FormFactor","Tipo_Asignacion","Asignado","Aplica_PEKING","Exclusivo_Usados","Fuente_Evidencia","Nivel_Confianza","Limitacion","Accion_Potencial","Notas"
"UI-01050","Layout","Opportunity","Opportunity-Opportunity Layout","","Taller Uruca Perfil","Kawasaki","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout, lectura Partial 2026-08-06","ALTO","La relación muestra asignación, no confirma uso efectivo ni acceso del usuario.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-01051","Layout","Opportunity","Opportunity-Opportunity Layout","","Taller Uruca Perfil","MINI","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout, lectura Partial 2026-08-06","ALTO","La relación muestra asignación, no confirma uso efectivo ni acceso del usuario.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-01052","Layout","Opportunity","Opportunity-Opportunity Layout","","Taller Uruca Perfil","Motorrad","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout, lectura Partial 2026-08-06","ALTO","La relación muestra asignación, no confirma uso efectivo ni acceso del usuario.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-01053","Layout","Opportunity","Opportunity-Opportunity Layout","","Taller Uruca Perfil","Polaris","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout, lectura Partial 2026-08-06","ALTO","La relación muestra asignación, no confirma uso efectivo ni acceso del usuario.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-01054","Layout","Opportunity","Opportunity-Opportunity Layout","","Taller Uruca Perfil","Master","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout, lectura Partial 2026-08-06","ALTO","La relación muestra asignación, no confirma uso efectivo ni acceso del usuario.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-01055","Layout","Product2","Product2-Product Layout","","Taller Uruca Perfil","Producto Altica","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout, lectura Partial 2026-08-06","ALTO","La relación muestra asignación, no confirma uso efectivo ni acceso del usuario.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-01056","Layout","Product2","Product2-Product Layout","","Taller Uruca Perfil","Producto Red Motors","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout, lectura Partial 2026-08-06","ALTO","La relación muestra asignación, no confirma uso efectivo ni acceso del usuario.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-01057","Layout","Product2","Product2-Product Layout","","Taller Uruca Perfil","Vehiculos","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout, lectura Partial 2026-08-06","ALTO","La relación muestra asignación, no confirma uso efectivo ni acceso del usuario.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-01058","Layout","Product2","Product2-Product Layout","","Taller Uruca Perfil","Materiales","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout, lectura Partial 2026-08-06","ALTO","La relación muestra asignación, no confirma uso efectivo ni acceso del usuario.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-01059","Layout","Product2","Product2-Product Layout","","Taller Uruca Perfil","Master","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout, lectura Partial 2026-08-06","ALTO","La relación muestra asignación, no confirma uso efectivo ni acceso del usuario.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-01060","Layout","WorkOrder","WorkOrder-Work Order Layout","","Taller Uruca Perfil","Master","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout, lectura Partial 2026-08-06","ALTO","La relación muestra asignación, no confirma uso efectivo ni acceso del usuario.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-01061","Layout","Account","Account-BMW Cuenta Empresarial","","Analytics Cloud Security User","Cliente Jurídico","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout, lectura Partial 2026-08-06","ALTO","La relación muestra asignación, no confirma uso efectivo ni acceso del usuario.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-01062","Layout","Account","Account-BMW Cuenta Empresarial","","Analytics Cloud Security User","Cuenta empresarial","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout, lectura Partial 2026-08-06","ALTO","La relación muestra asignación, no confirma uso efectivo ni acceso del usuario.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-01063","Layout","Account","Account-Account Layout","","Analytics Cloud Security User","Aseguradora","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout, lectura Partial 2026-08-06","ALTO","La relación muestra asignación, no confirma uso efectivo ni acceso del usuario.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-01064","Layout","Account","Account-BMW Cuenta Empresarial","","Analytics Cloud Security User","Master","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout, lectura Partial 2026-08-06","ALTO","La relación muestra asignación, no confirma uso efectivo ni acceso del usuario.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-01065","Layout","Opportunity","Opportunity-Motocicletas","","Analytics Cloud Security User","Harley-Davidson","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout, lectura Partial 2026-08-06","ALTO","La relación muestra asignación, no confirma uso efectivo ni acceso del usuario.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-01066","Layout","Opportunity","Opportunity-Autos","","Analytics Cloud Security User","BMW","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout, lectura Partial 2026-08-06","ALTO","La relación muestra asignación, no confirma uso efectivo ni acceso del usuario.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-01067","Layout","Opportunity","Opportunity-Motocicletas","","Analytics Cloud Security User","KTM","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout, lectura Partial 2026-08-06","ALTO","La relación muestra asignación, no confirma uso efectivo ni acceso del usuario.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-01068","Layout","Opportunity","Opportunity-Autos V1.4","","Analytics Cloud Security User","Kawasaki","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout, lectura Partial 2026-08-06","ALTO","La relación muestra asignación, no confirma uso efectivo ni acceso del usuario.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-01069","Layout","Opportunity","Opportunity-Autos","","Analytics Cloud Security User","MINI","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout, lectura Partial 2026-08-06","ALTO","La relación muestra asignación, no confirma uso efectivo ni acceso del usuario.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-01070","Layout","Opportunity","Opportunity-Autos V1.4","","Analytics Cloud Security User","Motorrad","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout, lectura Partial 2026-08-06","ALTO","La relación muestra asignación, no confirma uso efectivo ni acceso del usuario.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-01071","Layout","Opportunity","Opportunity-Autos V1.4","","Analytics Cloud Security User","Polaris","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout, lectura Partial 2026-08-06","ALTO","La relación muestra asignación, no confirma uso efectivo ni acceso del usuario.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-01072","Layout","Opportunity","Opportunity-Opportunity Layout","","Analytics Cloud Security User","Master","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout, lectura Partial 2026-08-06","ALTO","La relación muestra asignación, no confirma uso efectivo ni acceso del usuario.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-01073","Layout","Product2","Product2-Product Layout","","Analytics Cloud Security User","Producto Altica","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout, lectura Partial 2026-08-06","ALTO","La relación muestra asignación, no confirma uso efectivo ni acceso del usuario.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-01074","Layout","Product2","Product2-Product Layout V1.2","","Analytics Cloud Security User","Producto Red Motors","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout, lectura Partial 2026-08-06","ALTO","La relación muestra asignación, no confirma uso efectivo ni acceso del usuario.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-01075","Layout","Product2","Product2-Artículos","","Analytics Cloud Security User","Vehiculos","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout, lectura Partial 2026-08-06","ALTO","La relación muestra asignación, no confirma uso efectivo ni acceso del usuario.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-01076","Layout","Product2","Product2-Artículos","","Analytics Cloud Security User","Materiales","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout, lectura Partial 2026-08-06","ALTO","La relación muestra asignación, no confirma uso efectivo ni acceso del usuario.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-01077","Layout","Product2","Product2-Product Layout","","Analytics Cloud Security User","Master","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout, lectura Partial 2026-08-06","ALTO","La relación muestra asignación, no confirma uso efectivo ni acceso del usuario.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-01078","Layout","WorkOrder","WorkOrder-Work Order Main V1.1","","Analytics Cloud Security User","Master","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout, lectura Partial 2026-08-06","ALTO","La relación muestra asignación, no confirma uso efectivo ni acceso del usuario.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-01079","Layout","Account","Account-BMW Cuenta Empresarial","","Analytics Cloud Integration User","Cliente Jurídico","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout, lectura Partial 2026-08-06","ALTO","La relación muestra asignación, no confirma uso efectivo ni acceso del usuario.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-01080","Layout","Account","Account-BMW Cuenta Empresarial","","Analytics Cloud Integration User","Cuenta empresarial","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout, lectura Partial 2026-08-06","ALTO","La relación muestra asignación, no confirma uso efectivo ni acceso del usuario.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-01081","Layout","Account","Account-Account Layout","","Analytics Cloud Integration User","Aseguradora","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout, lectura Partial 2026-08-06","ALTO","La relación muestra asignación, no confirma uso efectivo ni acceso del usuario.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-01082","Layout","Account","Account-BMW Cuenta Empresarial","","Analytics Cloud Integration User","Master","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout, lectura Partial 2026-08-06","ALTO","La relación muestra asignación, no confirma uso efectivo ni acceso del usuario.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
